DATE,SYMBOL,CLOSE,VOLUME,VARIATION
2025-09-16,BOAM,13587,1155,0.04
2025-09-16,BOAN,8984,4342,1.47
2025-09-16,BOAS,6318,2890,1.69
2025-09-16,BOAG,15745,1997,-1.91
2025-09-16,CABC,17520,9631,-0.16
2025-09-16,CBIBF,9299,7507,-2.27
2025-09-16,CFAC,18566,9168,1.5
2025-09-16,CIEC,4043,8253,-1.16
2025-09-16,ECOC,13047,5524,2.47
2025-09-16,ETIT,16090,4125,-1.2
2025-09-16,FTSC,18142,4246,-1.12
2025-09-16,LIBC,16993,793,1.95
2025-09-16,NEIC,18652,6821,2.92
2025-09-16,NSBC,16724,1520,-1.98
2025-09-16,NSIAS,18166,6336,2.81
2025-09-16,NSIAC,15125,6992,1.94
2025-09-16,NTLC,3980,7045,0.13
2025-09-16,ONTBF,3835,735,-0.3
2025-09-16,ORGT,9221,3578,-0.5
2025-09-16,PALC,11058,9924,1.95
2025-09-16,PRSC,17805,9298,-1.6
2025-09-16,PVBC,15790,6018,-1.88
2025-09-16,SAFC,2410,3173,1.67
2025-09-16,SCRC,18491,2603,-0.95
2025-09-16,SDCC,6880,5042,1.35
2025-09-16,SDSC,5952,2973,0.52
2025-09-16,SEMC,9585,6941,1.53
2025-09-16,SGBC,16660,6626,-0.5
2025-09-16,SHEC,11935,7900,2.92
2025-09-16,SIBC,8657,4460,-2.11
2025-09-16,SICC,17449,7344,-0.73
2025-09-16,SICG,4785,5953,-2.99
2025-09-16,SITC,9131,4352,-1.42
2025-09-16,SLBC,10287,2438,-1.89
2025-09-16,SMBC,2366,7717,-2.35
2025-09-16,SNTS,19863,3538,-1.2
2025-09-16,SOGC,17995,1175,2.76
2025-09-16,STAC,13087,8491,1.42
2025-09-16,STBC,6874,9669,1.32
2025-09-16,TTLS,8240,1608,2.77
2025-09-16,UNLC,10249,4772,1.96
2025-09-17,ABJC,18082,2536,-2.1
2025-09-17,BICC,4293,4348,1.89
2025-09-17,BNBC,9734,2465,0.59
2025-09-17,BOAB,10788,5625,-2.66
2025-09-17,BOABF,17160,3944,-2.85
2025-09-17,BOAC,14953,6567,-2.83
2025-09-17,BOAM,14483,8482,0.67
2025-09-17,BOAN,5905,1622,-2.06
2025-09-17,BOAS,3101,1865,0.42
2025-09-17,BOAG,17287,7671,2.21
2025-09-17,CABC,8839,6628,0.06
2025-09-17,CBIBF,12556,8168,0.78
2025-09-17,CFAC,17388,8066,1.06
2025-09-17,CIEC,10369,3471,-2.56
2025-09-17,ECOC,19133,8146,-1.07
2025-09-17,ETIT,18952,7325,1.38
2025-09-17,FTSC,9159,6727,1.32
2025-09-17,LIBC,9492,4093,2.14
2025-09-17,NEIC,10464,3965,-2.74
2025-09-17,NSBC,13216,3634,1.65
2025-09-17,NSIAS,2243,6071,1.34
2025-09-17,NSIAC,9771,3221,-0.62
2025-09-17,NTLC,16936,6602,2.02
2025-09-17,ONTBF,18694,8500,-1.13
2025-09-17,ORGT,16777,1821,-2.89
2025-09-17,PALC,5132,7633,0.87
2025-09-17,PRSC,9528,7928,-0.19
2025-09-17,PVBC,18192,9551,-0.67
2025-09-17,SAFC,3914,4133,-2.98
2025-09-17,SCRC,5639,2818,-0.61
2025-09-17,SDCC,16228,7805,-0.3
2025-09-17,SDSC,13434,4230,-1.03
2025-09-17,SEMC,10699,3318,1.39
2025-09-17,SGBC,18575,6658,1.72
2025-09-17,SHEC,5420,5012,-1.47
2025-09-17,SIBC,7770,1916,2.28
2025-09-17,SICC,19038,4930,2.0
2025-09-17,SICG,14204,9962,2.93
2025-09-17,SITC,4325,5331,2.17
2025-09-17,SLBC,7887,8013,0.82
2025-09-17,SMBC,16944,2477,1.31
2025-09-17,SNTS,3803,9629,2.46
2025-09-17,SOGC,15984,7094,2.93
2025-09-17,STAC,15779,3433,1.85
2025-09-17,STBC,15416,8724,-2.17
2025-09-17,TTLS,10684,5320,0.2
2025-09-17,UNLC,14971,4595,0.42
2025-09-18,ABJC,11159,6726,-2.09
2025-09-18,BICC,7209,9942,1.06
2025-09-18,BNBC,8005,8763,-2.42
2025-09-18,BOAB,2364,3926,-0.63
2025-09-18,BOABF,11536,9635,2.78
2025-09-18,BOAC,2043,1001,-1.46
2025-09-18,BOAM,14693,5847,0.16
2025-09-18,BOAN,2512,4980,0.17
2025-09-18,BOAS,16013,9258,-0.6
2025-09-18,BOAG,14231,3517,0.75
2025-09-18,CABC,15300,5027,-0.46
2025-09-18,CBIBF,6459,2828,-0.49
2025-09-18,CFAC,17257,1141,-0.83
2025-09-18,CIEC,10340,2347,-0.45
2025-09-18,ECOC,4751,771,0.13
2025-09-18,ETIT,3642,8930,-1.47
2025-09-18,FTSC,11328,5056,1.74
2025-09-18,LIBC,10874,9703,-2.56
2025-09-18,NEIC,14807,4474,-0.89
2025-09-18,NSBC,5496,5562,-0.35
2025-09-18,NSIAS,7531,9712,2.4
2025-09-18,NSIAC,4978,2840,1.38
2025-09-18,NTLC,16392,8758,0.56
2025-09-18,ONTBF,17277,3149,-2.47
2025-09-18,ORGT,11184,859,-1.18
2025-09-18,PALC,13029,5127,1.34
2025-09-18,PRSC,2470,9842,2.17
2025-09-18,PVBC,15775,3946,-1.38
2025-09-18,SAFC,19975,5643,0.65
2025-09-18,SCRC,4764,8736,2.57
2025-09-18,SDCC,19839,9662,-1.88
2025-09-18,SDSC,10255,769,-1.74
2025-09-18,SEMC,3745,2588,0.55
2025-09-18,SGBC,2010,8194,2.95
2025-09-18,SHEC,9494,7516,0.47
2025-09-18,SIBC,14175,8991,2.41
2025-09-18,SICC,7149,9016,1.96
2025-09-18,SICG,15653,2741,2.89
2025-09-18,SITC,16811,4719,-2.06
2025-09-18,SLBC,9294,7863,-0.17
2025-09-18,SMBC,11968,5441,-1.26
2025-09-18,SNTS,14992,7505,2.78
2025-09-18,SOGC,7135,8395,-0.93
2025-09-18,STAC,3545,3502,0.37
2025-09-18,STBC,14202,1338,-2.65
2025-09-18,TTLS,15603,8356,-1.78
2025-09-18,UNLC,5062,6134,2.56
2025-09-19,ABJC,12108,5738,0.94
2025-09-19,BICC,2411,3659,-1.96
2025-09-19,BNBC,15979,3487,-2.96
2025-09-19,BOAB,3800,7941,-1.43
2025-09-19,BOABF,5232,1691,-0.28
2025-09-19,BOAC,2906,1246,-0.21
2025-09-19,BOAM,11623,9471,1.55
2025-09-19,BOAN,7372,8554,-1.14
2025-09-19,BOAS,10725,7590,2.06
2025-09-19,BOAG,16601,7892,0.35
2025-09-19,CABC,18370,4006,0.64
2025-09-19,CBIBF,8814,3077,-0.36
2025-09-19,CFAC,5924,9497,-1.83
2025-09-19,CIEC,5606,4291,0.94
2025-09-19,ECOC,9446,6956,-1.33
2025-09-19,ETIT,18218,2698,2.62
2025-09-19,FTSC,5082,3102,-1.98
2025-09-19,LIBC,9621,856,-1.22
2025-09-19,NEIC,14619,2194,2.8
2025-09-19,NSBC,18326,1273,1.37
2025-09-19,NSIAS,14899,9322,-0.93
2025-09-19,NSIAC,17832,1973,-2.58
2025-09-19,NTLC,17903,3693,0.08
2025-09-19,ONTBF,15472,9908,0.96
2025-09-19,ORGT,13181,7339,-0.87
2025-09-19,PALC,19932,9752,0.67
2025-09-19,PRSC,10162,6255,1.88
2025-09-19,PVBC,4454,3349,-2.82
2025-09-19,SAFC,9759,6210,-0.86
2025-09-19,SCRC,4368,2880,0.81
2025-09-19,SDCC,15988,1040,0.32
2025-09-19,SDSC,12389,651,-2.87
2025-09-19,SEMC,5031,694,0.94
2025-09-19,SGBC,6652,9674,2.39
2025-09-19,SHEC,6948,1727,0.58
2025-09-19,SIBC,9632,1394,-2.04
2025-09-19,SICC,17707,7270,-2.61
2025-09-19,SICG,15382,757,-1.6
2025-09-19,SITC,11939,6077,-2.13
2025-09-19,SLBC,9913,5383,0.63
2025-09-19,SMBC,14683,2255,-2.17
2025-09-19,SNTS,16709,9970,-2.15
2025-09-19,SOGC,14850,3622,-1.61
2025-09-19,STAC,11914,9077,2.81
2025-09-19,STBC,11650,5996,2.33
2025-09-19,TTLS,10825,8375,-2.49
2025-09-19,UNLC,13377,1750,1.84
2025-09-22,ABJC,4711,9282,-2.38
2025-09-22,BICC,13777,6955,0.53
2025-09-22,BNBC,12129,2484,-3.0
2025-09-22,BOAB,18615,9527,1.7
2025-09-22,BOABF,7733,7467,1.13
2025-09-22,BOAC,12896,7130,0.15
2025-09-22,BOAM,15042,6048,-2.41
2025-09-22,BOAN,15087,7388,2.13
2025-09-22,BOAS,7196,2833,2.21
2025-09-22,BOAG,8011,5440,2.07
2025-09-22,CABC,11915,2258,0.48
2025-09-22,CBIBF,17448,7639,-3.0
2025-09-22,CFAC,13497,5947,0.53
2025-09-22,CIEC,7845,9624,1.33
2025-09-22,ECOC,7956,4406,-1.97
2025-09-22,ETIT,13681,7303,2.65
2025-09-22,FTSC,15127,5394,0.14
2025-09-22,LIBC,15928,5233,1.35
2025-09-22,NEIC,3997,6805,-1.0
2025-09-22,NSBC,11136,9905,-2.44
2025-09-22,NSIAS,18167,3063,2.29
2025-09-22,NSIAC,6481,8385,-1.83
2025-09-22,NTLC,15642,8087,-2.8
2025-09-22,ONTBF,12997,8585,-2.28
2025-09-22,ORGT,13577,3193,-2.96
2025-09-22,PALC,5918,2925,0.74
2025-09-22,PRSC,11376,7212,0.96
2025-09-22,PVBC,6116,7164,-1.73
2025-09-22,SAFC,6092,7166,0.87
2025-09-22,SCRC,18308,3908,1.54
2025-09-22,SDCC,8779,8921,-1.76
2025-09-22,SDSC,18352,5818,-2.94
2025-09-22,SEMC,4370,9860,-1.66
2025-09-22,SGBC,15981,4572,-2.09
2025-09-22,SHEC,16013,5598,2.37
2025-09-22,SIBC,2659,6299,-0.97
2025-09-22,SICC,14569,3068,0.94
2025-09-22,SICG,11528,9056,-0.84
2025-09-22,SITC,8479,8376,-0.35
2025-09-22,SLBC,10882,3766,-1.91
2025-09-22,SMBC,10191,2806,-0.32
2025-09-22,SNTS,18287,9336,-2.96
2025-09-22,SOGC,10052,3676,1.89
2025-09-22,STAC,11460,8824,-0.12
2025-09-22,STBC,17120,3237,2.22
2025-09-22,TTLS,18415,909,-1.68
2025-09-22,UNLC,8854,1411,2.73
2025-09-23,ABJC,16730,2044,-1.57
2025-09-23,BICC,12221,5029,-2.25
2025-09-23,BNBC,2729,2400,-1.53
2025-09-23,BOAB,17788,5349,-2.13
2025-09-23,BOABF,14259,9539,-1.06
2025-09-23,BOAC,10907,8502,-1.85
2025-09-23,BOAM,3423,3162,-2.73
2025-09-23,BOAN,12572,5228,-0.36
2025-09-23,BOAS,2362,4183,-2.4
2025-09-23,BOAG,18214,4520,1.63
2025-09-23,CABC,2033,9911,1.64
2025-09-23,CBIBF,3244,7362,2.16
2025-09-23,CFAC,15334,4827,1.73
2025-09-23,CIEC,12492,4615,-1.79
2025-09-23,ECOC,10441,6417,1.92
2025-09-23,ETIT,4592,6500,2.73
2025-09-23,FTSC,6705,6507,0.87
2025-09-23,LIBC,4532,9058,-0.67
2025-09-23,NEIC,15905,8476,2.31
2025-09-23,NSBC,8324,9271,-2.3
2025-09-23,NSIAS,7224,2467,0.64
2025-09-23,NSIAC,5883,7701,2.8
2025-09-23,NTLC,8060,4609,-1.58
2025-09-23,ONTBF,14013,5180,-2.1
2025-09-23,ORGT,2537,4364,-2.11
2025-09-23,PALC,9270,4713,-1.84
2025-09-23,PRSC,16626,4067,-1.87
2025-09-23,PVBC,4718,2085,-1.28
2025-09-23,SAFC,4896,8715,1.79
2025-09-23,SCRC,16607,6461,1.61
2025-09-23,SDCC,13104,9062,2.62
2025-09-23,SDSC,18099,1453,-2.79
2025-09-23,SEMC,7113,6762,2.36
2025-09-23,SGBC,6555,1458,-1.81
2025-09-23,SHEC,11573,9005,1.66
2025-09-23,SIBC,4328,7099,-0.12
2025-09-23,SICC,4079,4015,2.2
2025-09-23,SICG,2112,5045,-2.84
2025-09-23,SITC,11903,7769,-2.53
2025-09-23,SLBC,5807,1854,-3.0
2025-09-23,SMBC,11251,5403,2.2
2025-09-23,SNTS,7692,7364,-1.04
2025-09-23,SOGC,12467,4699,-2.9
2025-09-23,STAC,2909,8754,1.95
2025-09-23,STBC,19849,7007,0.27
2025-09-23,TTLS,9919,6274,1.05
2025-09-23,UNLC,17694,3368,-2.02
2025-09-24,ABJC,11262,3507,0.08
2025-09-24,BICC,5257,3914,-2.92
2025-09-24,BNBC,4600,5470,-2.52
2025-09-24,BOAB,14202,5143,-2.49
2025-09-24,BOABF,9330,9197,0.98
2025-09-24,BOAC,7868,1166,1.65
2025-09-24,BOAM,16322,3647,1.22
2025-09-24,BOAN,10204,5989,0.45
2025-09-24,BOAS,4276,3745,-0.53
2025-09-24,BOAG,10846,6986,2.14
2025-09-24,CABC,2992,9178,-0.96
2025-09-24,CBIBF,18875,6006,-2.96
2025-09-24,CFAC,11796,4845,-1.54
2025-09-24,CIEC,12934,7795,0.33
2025-09-24,ECOC,18012,7632,-2.05
2025-09-24,ETIT,13582,6797,-2.02
2025-09-24,FTSC,5586,3540,1.89
2025-09-24,LIBC,13968,5730,2.8
2025-09-24,NEIC,15755,6372,-1.85
2025-09-24,NSBC,4281,5734,-2.15
2025-09-24,NSIAS,2806,5752,2.32
2025-09-24,NSIAC,8980,1755,2.51
2025-09-24,NTLC,5866,7894,2.41
2025-09-24,ONTBF,17630,4366,2.5
2025-09-24,ORGT,3632,7269,-1.09
2025-09-24,PALC,7535,6865,-1.83
2025-09-24,PRSC,19479,3970,-0.28
2025-09-24,PVBC,18696,3355,2.28
2025-09-24,SAFC,2887,1581,0.21
2025-09-24,SCRC,14495,6052,1.07
2025-09-24,SDCC,19298,3641,1.16
2025-09-24,SDSC,12199,5280,0.29
2025-09-24,SEMC,3063,1274,2.97
2025-09-24,SGBC,3599,9575,-1.39
2025-09-24,SHEC,10446,972,-0.85
2025-09-24,SIBC,2128,4308,0.29
2025-09-24,SICC,2967,886,2.07
2025-09-24,SICG,14107,4376,0.02
2025-09-24,SITC,4652,2972,-1.41
2025-09-24,SLBC,17990,7939,-2.46
2025-09-24,SMBC,6824,7220,2.46
2025-09-24,SNTS,8733,2076,0.51
2025-09-24,SOGC,3047,5479,0.88
2025-09-24,STAC,15595,3413,0.64
2025-09-24,STBC,4329,6366,1.16
2025-09-24,TTLS,18469,3759,-0.83
2025-09-24,UNLC,6255,9300,-1.4
2025-09-25,ABJC,7053,5458,-0.85
2025-09-25,BICC,18166,5142,1.54
2025-09-25,BNBC,11134,2303,-1.93
2025-09-25,BOAB,9882,9411,-0.75
2025-09-25,BOABF,19938,5714,-0.8
2025-09-25,BOAC,10161,4585,0.88
2025-09-25,BOAM,6704,6563,-0.2
2025-09-25,BOAN,16212,1327,1.03
2025-09-25,BOAS,14074,1530,-2.88
2025-09-25,BOAG,11326,1855,-2.54
2025-09-25,CABC,3942,1686,-0.32
2025-09-25,CBIBF,3081,8397,-2.82
2025-09-25,CFAC,14353,9609,2.28
2025-09-25,CIEC,10236,8023,0.95
2025-09-25,ECOC,6794,2711,-1.67
2025-09-25,ETIT,6027,4508,-1.93
2025-09-25,FTSC,11476,5553,-2.0
2025-09-25,LIBC,11600,9288,-1.23
2025-09-25,NEIC,6018,3443,-2.8
2025-09-25,NSBC,18497,5026,1.62
2025-09-25,NSIAS,15324,1248,2.37
2025-09-25,NSIAC,15040,5243,-1.77
2025-09-25,NTLC,5221,809,-0.04
2025-09-25,ONTBF,12920,1448,1.5
2025-09-25,ORGT,10364,2628,-1.71
2025-09-25,PALC,6026,4008,-0.81
2025-09-25,PRSC,3899,7811,0.39
2025-09-25,PVBC,5111,7009,-2.64
2025-09-25,SAFC,9966,3361,0.39
2025-09-25,SCRC,13204,6661,-1.31
2025-09-25,SDCC,3997,9054,-0.43
2025-09-25,SDSC,19374,5304,-0.94
2025-09-25,SEMC,6531,2936,0.38
2025-09-25,SGBC,9084,1928,-2.34
2025-09-25,SHEC,3285,8018,2.1
2025-09-25,SIBC,8500,3087,-1.96
2025-09-25,SICC,7110,6071,-1.43
2025-09-25,SICG,8875,2458,2.53
2025-09-25,SITC,2236,8874,-2.25
2025-09-25,SLBC,19301,7037,-2.51
2025-09-25,SMBC,16936,3821,-1.67
2025-09-25,SNTS,11698,3168,-2.13
2025-09-25,SOGC,2485,7006,0.24
2025-09-25,STAC,18581,8042,0.71
2025-09-25,STBC,19630,1280,0.39
2025-09-25,TTLS,8298,2151,2.27
2025-09-25,UNLC,18810,5255,0.78
2025-09-26,ABJC,10716,5389,-2.78
2025-09-26,BICC,3354,1808,1.3
2025-09-26,BNBC,6214,1704,1.9
2025-09-26,BOAB,4881,9949,-2.05
2025-09-26,BOABF,10247,2415,1.82
2025-09-26,BOAC,6741,1293,-1.34
2025-09-26,BOAM,12130,9635,-0.54
2025-09-26,BOAN,3837,9339,-1.09
2025-09-26,BOAS,3763,690,-2.68
2025-09-26,BOAG,15262,5262,-2.06
2025-09-26,CABC,9630,7247,2.12
2025-09-26,CBIBF,19553,1398,0.3
2025-09-26,CFAC,7378,8606,2.15
2025-09-26,CIEC,15773,6766,-1.97
2025-09-26,ECOC,19431,6883,-2.32
2025-09-26,ETIT,15475,4050,0.39
2025-09-26,FTSC,15691,9815,-0.66
2025-09-26,LIBC,16687,3535,1.17
2025-09-26,NEIC,8367,535,0.4
2025-09-26,NSBC,5762,4552,-0.29
2025-09-26,NSIAS,11704,4200,-0.11
2025-09-26,NSIAC,6181,8796,2.96
2025-09-26,NTLC,9111,1590,-0.76
2025-09-26,ONTBF,8176,6155,-2.24
2025-09-26,ORGT,5933,9202,2.47
2025-09-26,PALC,7278,1645,2.64
2025-09-26,PRSC,10891,7561,2.48
2025-09-26,PVBC,6664,7973,1.25
2025-09-26,SAFC,3420,1876,-1.04
2025-09-26,SCRC,14133,8979,-0.75
2025-09-26,SDCC,5431,8808,-1.55
2025-09-26,SDSC,4011,9652,1.9
2025-09-26,SEMC,2475,1602,0.91
2025-09-26,SGBC,9046,6423,-1.38
2025-09-26,SHEC,6802,7740,-1.83
2025-09-26,SIBC,15447,8033,-2.0
2025-09-26,SICC,3943,742,2.88
2025-09-26,SICG,19267,6760,2.11
2025-09-26,SITC,14082,6083,-2.19
2025-09-26,SLBC,16233,9760,1.69
2025-09-26,SMBC,16239,1152,-1.21
2025-09-26,SNTS,8620,3518,-2.44
2025-09-26,SOGC,17468,8748,-1.07
2025-09-26,STAC,2872,8177,2.0
2025-09-26,STBC,8507,6339,-2.26
2025-09-26,TTLS,16343,1971,1.63
2025-09-26,UNLC,8224,5389,-0.99
2025-09-29,ABJC,3134,7459,0.81
2025-09-29,BICC,8443,1673,-1.41
2025-09-29,BNBC,9977,9442,1.54
2025-09-29,BOAB,6924,9117,2.11
2025-09-29,BOABF,12077,7578,2.75
2025-09-29,BOAC,10281,4163,2.16
2025-09-29,BOAM,12042,1566,1.5
2025-09-29,BOAN,2557,8554,1.08
2025-09-29,BOAS,10958,5009,-2.79
2025-09-29,BOAG,4223,3428,-1.8
2025-09-29,CABC,18387,2310,-2.83
2025-09-29,CBIBF,11049,9063,-0.93
2025-09-29,CFAC,14509,5211,2.06
2025-09-29,CIEC,19965,9367,-1.73
2025-09-29,ECOC,8727,6837,-1.78
2025-09-29,ETIT,15398,6582,0.35
2025-09-29,FTSC,17092,840,-0.03
2025-09-29,LIBC,6965,5515,-0.87
2025-09-29,NEIC,15610,658,-1.26
2025-09-29,NSBC,6761,8960,1.83
2025-09-29,NSIAS,2109,8053,-1.72
2025-09-29,NSIAC,9391,6314,-1.74
2025-09-29,NTLC,4787,3882,1.5
2025-09-29,ONTBF,11650,9122,-0.74
2025-09-29,ORGT,3187,5558,1.92
2025-09-29,PALC,3239,6918,-2.88
2025-09-29,PRSC,9834,9275,0.1
2025-09-29,PVBC,15529,6850,-1.74
2025-09-29,SAFC,17062,708,-1.92
2025-09-29,SCRC,5441,7887,-2.75
2025-09-29,SDCC,11721,8830,1.9
2025-09-29,SDSC,5598,7807,-0.9
2025-09-29,SEMC,5258,6889,0.11
2025-09-29,SGBC,12645,5343,-0.67
2025-09-29,SHEC,12743,3955,2.15
2025-09-29,SIBC,3919,9186,-2.93
2025-09-29,SICC,4349,5973,-1.98
2025-09-29,SICG,16065,9887,2.11
2025-09-29,SITC,17041,5550,0.1
2025-09-29,SLBC,9508,7648,1.32
2025-09-29,SMBC,11001,7977,0.44
2025-09-29,SNTS,7136,3585,-0.69
2025-09-29,SOGC,8277,5425,1.91
2025-09-29,STAC,15410,2242,0.13
2025-09-29,STBC,8811,3666,-2.87
2025-09-29,TTLS,17397,2406,-1.14
2025-09-29,UNLC,19482,8113,-2.45
2025-09-30,ABJC,13838,6703,-1.86
2025-09-30,BICC,4922,6366,0.53
2025-09-30,BNBC,17304,3758,-2.33
2025-09-30,BOAB,9215,5205,-0.7
2025-09-30,BOABF,12731,9516,-0.15
2025-09-30,BOAC,13523,3289,2.86
2025-09-30,BOAM,8079,4866,1.95
2025-09-30,BOAN,16124,5870,-2.18
2025-09-30,BOAS,6142,7550,-1.56
2025-09-30,BOAG,14387,4618,2.84
2025-09-30,CABC,7703,9710,2.22
2025-09-30,CBIBF,6683,9850,-2.55
2025-09-30,CFAC,18794,8109,-0.8
2025-09-30,CIEC,9685,5835,-2.53
2025-09-30,ECOC,2554,5468,-1.44
2025-09-30,ETIT,17669,8564,-2.79
2025-09-30,FTSC,18116,7302,0.34
2025-09-30,LIBC,12326,2420,-1.3
2025-09-30,NEIC,8878,4862,-0.56
2025-09-30,NSBC,17447,2058,0.45
2025-09-30,NSIAS,18998,6094,-2.86
2025-09-30,NSIAC,14909,1022,-2.72
2025-09-30,NTLC,8201,1099,2.54
2025-09-30,ONTBF,10776,6595,0.71
2025-09-30,ORGT,18553,7060,0.58
2025-09-30,PALC,15789,9721,-2.49
2025-09-30,PRSC,9389,3881,-0.58
2025-09-30,PVBC,17832,3241,2.48
2025-09-30,SAFC,14866,7114,1.29
2025-09-30,SCRC,13662,1385,1.22
2025-09-30,SDCC,12390,3947,-2.99
2025-09-30,SDSC,4348,5874,-2.38
2025-09-30,SEMC,2774,6231,2.26
2025-09-30,SGBC,19683,4006,0.1
2025-09-30,SHEC,12532,4932,0.84
2025-09-30,SIBC,10429,3605,-2.11
2025-09-30,SICC,5715,6587,2.41
2025-09-30,SICG,14856,6809,-1.85
2025-09-30,SITC,15654,4426,0.73
2025-09-30,SLBC,6643,5902,-1.23
2025-09-30,SMBC,9177,4422,-0.44
2025-09-30,SNTS,19375,3237,0.28
2025-09-30,SOGC,9755,2777,0.71
2025-09-30,STAC,12631,5582,0.97
2025-09-30,STBC,11003,6122,1.83
2025-09-30,TTLS,8708,8350,-2.79
2025-09-30,UNLC,14763,3543,0.19
2025-10-01,ABJC,19984,3169,2.59
2025-10-01,BICC,14669,6199,2.83
2025-10-01,BNBC,5342,7000,-0.78
2025-10-01,BOAB,16845,2662,-0.84
2025-10-01,BOABF,2821,1353,-2.91
2025-10-01,BOAC,4250,4348,2.92
2025-10-01,BOAM,8900,7859,-1.53
2025-10-01,BOAN,17870,5521,2.02
2025-10-01,BOAS,8619,4231,1.47
2025-10-01,BOAG,15565,818,-0.78
2025-10-01,CABC,14643,3788,-2.45
2025-10-01,CBIBF,15932,9883,0.71
2025-10-01,CFAC,13510,6204,-1.22
2025-10-01,CIEC,12743,8556,2.67
2025-10-01,ECOC,18406,8255,0.56
2025-10-01,ETIT,18741,2503,-2.44
2025-10-01,FTSC,6243,9973,0.06
2025-10-01,LIBC,18674,7823,-2.44
2025-10-01,NEIC,12452,5377,1.42
2025-10-01,NSBC,15362,2918,-1.92
2025-10-01,NSIAS,17081,2299,0.27
2025-10-01,NSIAC,15461,1134,-2.56
2025-10-01,NTLC,4463,3927,0.61
2025-10-01,ONTBF,9729,5048,2.3
2025-10-01,ORGT,6101,6877,-2.19
2025-10-01,PALC,2440,4002,2.03
2025-10-01,PRSC,13895,7379,-1.92
2025-10-01,PVBC,16469,6586,-1.55
2025-10-01,SAFC,4547,8757,2.91
2025-10-01,SCRC,15485,2581,2.48
2025-10-01,SDCC,7834,2169,2.3
2025-10-01,SDSC,6962,6184,0.62
2025-10-01,SEMC,10874,2726,-2.23
2025-10-01,SGBC,17494,5131,1.38
2025-10-01,SHEC,18500,5414,-2.33
2025-10-01,SIBC,8248,6364,0.82
2025-10-01,SICC,10252,9989,-1.89
2025-10-01,SICG,10346,7122,-0.83
2025-10-01,SITC,10935,9758,-0.63
2025-10-01,SLBC,10208,5426,-1.13
2025-10-01,SMBC,18751,6961,0.52
2025-10-01,SNTS,5115,6946,2.83
2025-10-01,SOGC,19536,2304,2.47
2025-10-01,STAC,10913,7960,-2.08
2025-10-01,STBC,6670,8642,-0.85
2025-10-01,TTLS,19435,5790,1.95
2025-10-01,UNLC,13494,3887,1.11
2025-10-02,ABJC,3019,1876,1.83
2025-10-02,BICC,6197,9021,0.89
2025-10-02,BNBC,9356,7277,0.01
2025-10-02,BOAB,10484,3691,2.39
2025-10-02,BOABF,5615,3251,-1.81
2025-10-02,BOAC,3389,1274,-1.79
2025-10-02,BOAM,12625,6232,-2.21
2025-10-02,BOAN,16207,2579,2.12
2025-10-02,BOAS,2222,2369,2.33
2025-10-02,BOAG,5235,5630,-1.75
2025-10-02,CABC,10230,9712,-1.87
